"vatn_lnr" "year" "lnTOC" "sdep_pred" "TOC" "ndvi.summer" "q.summer" "tm.summer" "SO4" "ndvi.summer_lag1" "ndvi.summer_lag2" "ndvi.summer_lag3" "ndvi.summer_lag4" "ndvi.summer_lag5" "q.summer_lag1" "q.summer_lag2" "q.summer_lag3" "q.summer_lag4" "q.summer_lag5" "Cl"
"419" 1094 1976 NA NA NA NA 11.5777930107527 8.1775958781362 NA NA NA NA NA NA 15.179019265233 14.6026577060932 14.9227069892473 20.1116187275986 16.3228270609319 NA
"420" 1094 1977 NA NA NA NA 17.1900815412186 7.85768413978495 NA NA NA NA NA NA 11.5777930107527 15.179019265233 14.6026577060932 14.9227069892473 20.1116187275986 NA
"421" 1094 1978 NA NA NA NA 18.2137379032258 7.42992249103943 NA NA NA NA NA NA 17.1900815412186 11.5777930107527 15.179019265233 14.6026577060932 14.9227069892473 NA
"422" 1094 1979 NA NA NA NA 17.5682056451613 7.05671415770609 NA NA NA NA NA NA 18.2137379032258 17.1900815412186 11.5777930107527 15.179019265233 14.6026577060932 NA
"423" 1094 1980 NA 1176.767772 NA NA 14.8288091397849 8.10095564516129 NA NA NA NA NA NA 17.5682056451613 18.2137379032258 17.1900815412186 11.5777930107527 15.179019265233 NA
"424" 1094 1981 NA 1151.10592586089 NA NA 16.4076796594982 6.62096639784946 NA NA NA NA NA NA 14.8288091397849 17.5682056451613 18.2137379032258 17.1900815412186 11.5777930107527 NA
"425" 1094 1982 NA 1132.23636211883 NA 0.698183340330919 15.8455201612903 7.56558422939068 NA NA NA NA NA NA 16.4076796594982 14.8288091397849 17.5682056451613 18.2137379032258 17.1900815412186 NA
"426" 1094 1983 NA 1119.93702594305 NA 0.608266661564509 18.6407638888889 7.33924641577061 NA 0.698183340330919 NA NA NA NA 15.8455201612903 16.4076796594982 14.8288091397849 17.5682056451613 18.2137379032258 NA
"427" 1094 1984 NA 1117.49303111667 NA 0.696850001811981 15.2411827956989 7.88207750896057 NA 0.608266661564509 0.698183340330919 NA NA NA 18.6407638888889 15.8455201612903 16.4076796594982 14.8288091397849 17.5682056451613 NA
"428" 1094 1985 NA 1112.066632 NA 0.592549999554952 18.7160358422939 6.9864108422939 NA 0.696850001811981 0.608266661564509 0.698183340330919 NA NA 15.2411827956989 18.6407638888889 15.8455201612903 16.4076796594982 14.8288091397849 NA
"429" 1094 1986 -2.20727491318972 1152.79165213094 0.11 0.675866668423017 17.0010367383513 7.25238709677419 1.5 0.592549999554952 0.696850001811981 0.608266661564509 0.698183340330919 NA 18.7160358422939 15.2411827956989 18.6407638888889 15.8455201612903 16.4076796594982 0.6
"430" 1094 1987 -0.510825623765991 1181.98528445537 0.6 0.601883339385191 15.7409215949821 6.01394399641577 1.4 0.675866668423017 0.592549999554952 0.696850001811981 0.608266661564509 0.698183340330919 17.0010367383513 18.7160358422939 15.2411827956989 18.6407638888889 15.8455201612903 0.5
"431" 1094 1988 -0.49429632181478 1203.93629109679 0.61 0.666083333392938 24.7056299283154 8.35618593189965 1.5 0.601883339385191 0.675866668423017 0.592549999554952 0.696850001811981 0.608266661564509 15.7409215949821 17.0010367383513 18.7160358422939 15.2411827956989 18.6407638888889 0.4
"432" 1094 1989 -1.07880966137193 1206.81057475585 0.34 0.612866666167975 17.2653593189964 6.79522401433692 1.4 0.666083333392938 0.601883339385191 0.675866668423017 0.592549999554952 0.696850001811981 24.7056299283154 15.7409215949821 17.0010367383513 18.7160358422939 15.2411827956989 0.6
"433" 1094 1990 -1.6094379124341 1204.549642 0.2 0.606533326208591 19.0563113799283 7.30169668458782 1.3 0.612866666167975 0.666083333392938 0.601883339385191 0.675866668423017 0.592549999554952 17.2653593189964 24.7056299283154 15.7409215949821 17.0010367383513 18.7160358422939 0.7
"434" 1094 1991 -1.46967597005894 1112.04745843744 0.23 0.650033342341582 13.5765506272401 7.14416711469536 1.1 0.606533326208591 0.612866666167975 0.666083333392938 0.601883339385191 0.675866668423017 19.0563113799283 17.2653593189964 24.7056299283154 15.7409215949821 17.0010367383513 0.7
"435" 1094 1992 -1.46967597005894 1015.07111090885 0.23 0.659833336869876 16.0075887096774 6.99677464157706 1.1 0.650033342341582 0.606533326208591 0.612866666167975 0.666083333392938 0.601883339385191 13.5765506272401 19.0563113799283 17.2653593189964 24.7056299283154 15.7409215949821 0.8
"436" 1094 1993 -1.46967597005894 900.34014529567 0.23 0.539033326009909 17.4320636200717 5.62732078853047 1.1 0.659833336869876 0.650033342341582 0.606533326208591 0.612866666167975 0.666083333392938 16.0075887096774 13.5765506272401 19.0563113799283 17.2653593189964 24.7056299283154 1.2
"437" 1094 1994 -1.23787435600162 780.349711346129 0.29 0.60951666533947 19.8532992831541 7.73160528673835 1.1 0.539033326009909 0.659833336869876 0.650033342341582 0.606533326208591 0.612866666167975 17.4320636200717 16.0075887096774 13.5765506272401 19.0563113799283 17.2653593189964 1
"438" 1094 1995 -1.38629436111989 646.2091484 0.25 0.610033329576254 19.2969086021505 7.84622177419355 1 0.60951666533947 0.539033326009909 0.659833336869876 0.650033342341582 0.606533326208591 19.8532992831541 17.4320636200717 16.0075887096774 13.5765506272401 19.0563113799283 0.8
"439" 1094 1996 -1.56064774826467 612.7394956 0.21 0.679916674892108 9.09279480286739 7.5918064516129 1.1 0.610033329576254 0.60951666533947 0.539033326009909 0.659833336869876 0.650033342341582 19.2969086021505 19.8532992831541 17.4320636200717 16.0075887096774 13.5765506272401 0.7
"440" 1094 1997 -0.916290731874155 454.2243393 0.4 0.619116661449273 19.2759274193548 9.68685797491039 1 0.679916674892108 0.610033329576254 0.60951666533947 0.539033326009909 0.659833336869876 9.09279480286739 19.2969086021505 19.8532992831541 17.4320636200717 16.0075887096774 0.7
"441" 1094 1998 -0.916290731874155 426.8508462 0.4 0.598799998561541 18.0245828853046 6.61316935483871 1 0.619116661449273 0.679916674892108 0.610033329576254 0.60951666533947 0.539033326009909 19.2759274193548 9.09279480286739 19.2969086021505 19.8532992831541 17.4320636200717 0.6
"442" 1094 1999 -1.20397280432594 468.8587482 0.3 0.668350008626779 20.0279843189964 7.68166173835126 1 0.598799998561541 0.619116661449273 0.679916674892108 0.610033329576254 0.60951666533947 18.0245828853046 19.2759274193548 9.09279480286739 19.2969086021505 19.8532992831541 0.5
"443" 1094 2000 -1.34707364796661 388.8589659 0.26 0.672866662343343 19.051732078853 7.18557034050179 0.9 0.668350008626779 0.598799998561541 0.619116661449273 0.679916674892108 0.610033329576254 20.0279843189964 18.0245828853046 19.2759274193548 9.09279480286739 19.2969086021505 0.6
"444" 1094 2001 -1.66073120682165 341.634056 0.19 0.6619666715463 12.9377146057348 7.62032258064516 1.2 0.672866662343343 0.668350008626779 0.598799998561541 0.619116661449273 0.679916674892108 19.051732078853 20.0279843189964 18.0245828853046 19.2759274193548 9.09279480286739 0.5
